	geneID	loci	strand	geneName	geneClass	geneCategory	DHS_type	geneType	exonLen_bin	splicingType	TIEScore_tier	total_clstrCount	num_transcript	coding_status	directionality	cumulative_support	support_source_num	DPI	sum_spIndx	max_genomicLen	max_exonLen	TE_LINE_associated	TE_SINE_associated	TE_DNA_associated	TE_LTR_associated	annoComment	promoter name	max expression (TPM)	median expression (TPM)	5th	25th	75th	95th	kurtosis	skew	TATA	CpG	Gene Symbol	chrom
1757	ENSG00000115170.9	chr2:158536423-158990915,-	-	ACVR1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	130889	25	coding	0.9556600000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:158732561..158732631,-	11.398320644372001	353891	55699	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ACVR1	53,6	8,9	0,94	4,8	14,5	25,7	3,080773322	1,459042112	TATA-less	CpG-less	ACVR1	chr2
1758	ENSG00000115204.10	chr2:27531472-27548573,-	-	MPV17	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	209303	28	coding	0.8837799999999999	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr2:27545939..27545981,-	7.63679626864879	16212	2099	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@MPV17	279	28,1	9,54	17,9	46,8	78,56	12,84751448	2,452562352	TATA-less	CpG-less	MPV17	chr2
1759	ENSG00000115207.9	chr2:27548256-27579868,-	-	GTF3C2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	129447	36	coding	0.77988	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr2:27579623..27579648,-	19.109306957266103	31159	4434	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@GTF3C2	75,8	12,4	5,6	9	16,8	25,5	9,880569401	1,938600399	TATA-less	CpG	GTF3C2	chr2
1760	ENSG00000115211.11	chr2:27582979-27594293,-	-	EIF2B4	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	151217	15	coding	-0.35963	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr2:27593180..27593221,-	12.0565505922186	11315	6972	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@EIF2B4	162,2	27,5	12,94	20,7	35,2	57,46	15,52466708	2,844909138	TATA-less	CpG	EIF2B4	chr2
1761	ENSG00000115233.7	chr2:162164986-162268390,+	+	PSMD14	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin4:1000-2000nt	type4:at_least_4_exons	tier4_stringent	321562	9	coding	0.9767600000000001	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr2:162164918..162165013,+	11.922287625549	103405	1861	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PSMD14	161,9	54,7	15,82	36,1	74,4	105,98	-0,059266445	0,437119401	TATA-less	CpG	PSMD14	chr2
1762	ENSG00000115234.6	chr2:27593487-27603345,+	+	SNX17	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	344764	23	coding	0.35393	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr2:27593460..27593502,+	14.679661423952801	9130	4254	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SNX17	243,2	51	23,64	37,4	69,2	104,1	4,754018922	1,512827891	TATA-less	CpG	SNX17	chr2
1763	ENSG00000115239.17	chr2:53759780-54087099,-	-	GPR75-ASB3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	136003	14	coding	-0.63165	FANTOM:GENCODE:MITRANS	3	chr2:54014055..54014123,-	11.052809279618002	232884	2655	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ASB3,p1@GPR75-ASB3	47,3	9,1	3,6	6,4	14,1	28,76	2,249950554	1,545913446	TATA-less	CpG	GPR75-ASB3	chr2
1764	ENSG00000270898.1	chr2:53887325-54087099,-	-	ASB3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	90982	18	coding	-0.63165	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:54014055..54014123,-	11.0111779420535	189670	18062	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ASB3,p1@GPR75-ASB3	47,3	9,1	3,6	6,4	14,1	28,76	2,249950554	1,545913446	TATA-less	CpG	GPR75-ASB3	chr2
1765	ENSG00000115241.9	chr2:27604061-27632424,-	-	PPM1G	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	608254	7	coding	0.9776299999999999	ENCODE:FANTOM:GENCODE	3	chr2:27632390..27632486,-	8.99267425065524	28364	3754	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PPM1G	461,1	86,8	37,4	59,4	130,6	202,84	3,402413205	1,419967887	TATA-less	CpG	PPM1G	chr2
1766	ENSG00000115268.5	chr19:1438366-1440583,+	+	RPS15	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	1172607	12	coding	0.99964	FANTOM:GENCODE:MITRANS	3	chr19:1438383..1438409,+	4.37342313074696	2188	2003	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@RPS15	960,2	111,2	31,58	67,8	166,4	275,74	12,51812411	2,095333455	TATA-less	CpG	RPS15	chr19
1767	ENSG00000115274.10	chr2:74682231-74690747,+	+	INO80B	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	301964	18	coding	0.99829	ENCODE:FANTOM:GENCODE	3	chr2:74682204..74682252,+	7.42545095457305	6632	4182	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@INO80B	234,4	48,8	24	37	67,6	122,36	5,594977009	2,038410936	TATA-less	CpG	INO80B	chr2
1768	ENSG00000115275.7	chr2:74688065-74692509,-	-	MOGS	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	157826	12	coding	0.9540799999999999	FANTOM:GENCODE:MITRANS	3	chr2:74692473..74692542,-	2.86568409320843	4445	2869	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@MOGS	160,5	24,7	10,02	17,9	33	51,86	12,74033282	2,427088157	TATA-less	CpG	MOGS	chr2
1769	ENSG00000115282.15	chr2:74710214-74729029,+	+	TTC31	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	86744	27	coding	0.52342	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr2:74710194..74710217,+	12.4603801604376	11800	7646	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@TTC31	46	13,5	6,84	10,3	17,8	27,4	2,046092344	1,237345933	TATA-less	CpG	TTC31	chr2
1770	ENSG00000115289.8	chr2:74731341-74741259,-	-	PCGF1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	96266	17	coding	0.93715	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:74734791..74734840,-	7.611783905252861	9919	6385	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PCGF1	69,3	8,3	4,04	6,4	11,2	16,5	39,10344825	3,920427861	TATA-less	CpG	PCGF1	chr2
1771	ENSG00000115295.15	chr2:29320593-29462640,+	+	CLIP4	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	117410	69	coding	0.9631799999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:29338236..29338439,+	16.8256276410525	124677	22909	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@CLIP4	90	12	0	5,5	19,5	38,4	4,868314773	1,741453727	TATA-less	CpG	CLIP4	chr2
1772	ENSG00000115307.12	chr2:74753675-74757644,-	-	AUP1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	348607	22	coding	0.63358	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr2:74756798..74756847,-	11.0755784141628	3958	2255	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@AUP1	279	50,2	24,98	38,3	64,5	95,98	13,14686449	2,292118591	TATA-less	CpG	AUP1	chr2
1773	ENSG00000115310.13	chr2:55181023-55364967,-	-	RTN4	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	926659	35	coding	0.99131	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:55277654..55277685,-	10.795549035909099	96618	20470	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p2@RTN4	285,7	47,1	10,48	28,7	71,3	116,6	3,243568093	1,282200117	TATA-less	CpG	RTN4	chr2
1774	ENSG00000115317.7	chr2:74753782-74764346,+	+	HTRA2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	83285	36	coding	-0.6331100000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:74757050..74757143,+	9.12873289257953	10565	8745	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@HTRA2	53,6	7,9	1,6	5,5	11,1	18,16	8,5491475	1,935151868	TATA-less	CpG	HTRA2	chr2
1775	ENSG00000115350.7	chr2:75185770-75373291,+	+	POLE4	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	203223	12	coding	0.9916	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr2:75185762..75185803,+	4.53901761377246	187522	11598	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@POLE4	128,8	30,2	12,04	21,9	42	65,98	3,104098669	1,371695116	TATA-less	CpG	POLE4	chr2
1776	ENSG00000115364.9	chr2:75835811-75917977,+	+	MRPL19	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	360346	21	coding	0.9981	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:75873902..75873932,+	7.06966671089586	49089	17631	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@MRPL19	182,5	59,6	17,54	45,5	78	105,86	1,039040638	0,493566454	TATA-less	CpG-less	MRPL19	chr2
1777	ENSG00000115368.5	chr2:190306200-190347713,+	+	WDR75	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	144180	36	coding	0.97851	ENCODE:FANTOM:GENCODE	3	chr2:190306186..190306213,+	19.6876715994205	34092	17374	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@WDR75	79,1	22	6,14	15,3	30,7	48,26	1,160022596	0,875006158	TATA-less	CpG	WDR75	chr2
1778	ENSG00000115392.7	chr2:58384066-58468460,-	-	FANCL	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	133248	25	coding	0.9924	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr2:58468447..58468517,-	13.4114324445058	82098	11358	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@FANCL	135,7	15,2	3,24	8,2	27,3	54,26	6,537130678	2,043895891	TATA-less	CpG	FANCL	chr2
1779	ENSG00000115421.8	chr2:60983403-61029226,+	+	PAPOLG	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	94459	39	coding	0.99339	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:60983361..60983418,+	23.4200686089222	45824	7353	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PAPOLG	128,1	14	5,1	9,2	20,2	35,68	17,41662298	2,656075367	TATA-less	CpG	PAPOLG	chr2
1780	ENSG00000115425.9	chr2:216860986-216947678,-	-	PECR	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	47412	16	coding	0.6209600000000001	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr2:216946500..216946548,-	9.508364119570679	85481	9670	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PECR	63,1	6,6	1,2	4,2	10,2	21,18	9,749352958	2,461958954	TATA-less	CpG	PECR	chr2
1781	ENSG00000115446.7	chr2:99225008-99238186,+	+	UNC50	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	123330	17	uncertain	-0.14761	ENCODE:FANTOM:GENCODE:MITRANS	4	chr2:99225018..99225117,+	4.55745037327824	13179	9890	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@UNC50	49,3	20,6	10,2	16,3	26,6	35,76	0,273162576	0,568609543	TATA-less	CpG	UNC50	chr2
1782	ENSG00000115459.13	chr2:85553668-85622385,+	+	ELMOD3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	47933	44	coding	-0.44998999999999995	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:85581864..85581907,+	13.9669814664072	65013	6043	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ELMOD3	25,2	7	3	5	9,9	14,5	1,474023514	1,008631463	TATA-less	CpG	ELMOD3	chr2
1783	ENSG00000115484.10	chr2:62094477-62115791,-	-	CCT4	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	1159693	16	coding	0.9934700000000001	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr2:62115725..62115799,-	14.5854961335311	21236	3591	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@CCT4	583,4	172,8	86,54	123,8	237,1	331,82	0,941032201	0,895343861	TATA-less	CpG	CCT4	chr2
1784	ENSG00000115486.7	chr2:85761838-85788616,-	-	GGCX	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	112043	30	coding	0.8683	ENCODE:FANTOM:GENCODE:MITRANS	4	chr2:85788605..85788629,-	14.724649412400801	16771	7553	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@GGCX	58,3	8,7	3,1	5,8	12,4	18,4	11,75256646	2,158046852	TATA-less	CpG	GGCX	chr2
1785	ENSG00000115504.10	chr2:62523387-63273791,+	+	EHBP1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	59279	80	coding	0.9953	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:62932779..62932882,+	33.6774365901365	470097	32578	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@EHBP1	41,1	5,2	0,9	2,8	9,5	19,26	4,281364397	1,79449992	TATA-less	CpG	EHBP1	chr2
1786	ENSG00000115514.7	chr2:99917218-99952796,-	-	TXNDC9	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	294494	10	coding	0.9873799999999999	ENCODE:FANTOM:GENCODE	3	chr2:99952769..99952823,-	4.297152789372859	32478	13561	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@TXNDC9	241,8	49,3	16,84	32,3	66,6	98,8	3,717922083	1,188396263	TATA-less	CpG	TXNDC9	chr2
1787	ENSG00000115524.11	chr2:198250464-198299752,-	-	SF3B1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	825064	29	coding	0.97655	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr2:198299726..198299776,-	24.914581103293	45245	7963	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SF3B1	1017,3	128,5	28,38	87	189,8	336,92	12,30922707	2,330601339	TATA-less	CpG	SF3B1	chr2
1788	ENSG00000115525.12	chr2:86063557-86133284,-	-	ST3GAL5	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	77088	29	coding	0.75678	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:86116093..86116172,-	9.864003140876699	69514	30386	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ST3GAL5	65,9	7,3	0,7	3,2	13,3	29,08	3,719271572	1,737211324	TATA-less	CpG	ST3GAL5	chr2
1789	ENSG00000115539.9	chr2:101178431-101195262,+	+	PDCL3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	107138	8	coding	0.9566399999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:101179403..101179470,+	5.75587137286098	16832	6786	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PDCL3	79	18	6,54	13,1	24,5	37,16	3,257021487	1,23620285	TATA-less	CpG	PDCL3	chr2
1790	ENSG00000115540.10	chr2:198380278-198419017,+	+	MOB4	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	250934	13	uncertain	0.9862200000000001	ENCODE:FANTOM:GENCODE	3	chr2:198380763..198380813,+	8.108924749665789	38228	4137	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@MOB4	122,5	40,9	14,18	29,5	51	71,7	1,107342838	0,629523978	TATA-less	CpG	MOB4	chr2
1791	ENSG00000115561.10	chr2:86713584-86948295,-	-	CHMP3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	261782	17	coding	0.98764	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr2:86790505..86790579,-	7.432615930967599	215505	20515	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@CHMP3,p1@RNF103-CHMP3	183,9	32,6	12,5	21,7	45,7	87,66	5,876499334	2,015619971	TATA-less	CpG	RNF103-CHMP3	chr2
1792	ENSG00000249884.4	chr2:86732791-86948295,-	-	RNF103-CHMP3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	200565	12	uncertain	0.98764	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr2:86790505..86790579,-	11.5349616099482	215505	8434	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@CHMP3,p1@RNF103-CHMP3	183,9	32,6	12,5	21,7	45,7	87,66	5,876499334	2,015619971	TATA-less	CpG	RNF103-CHMP3	chr2
1793	ENSG00000115568.11	chr2:219487797-219524331,-	-	ZNF142	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	78560	14	coding	0.19174000000000002	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr2:219524310..219524385,-	9.20411418314817	23475	7949	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZNF142	54,6	12,5	4,74	9	17,4	27	2,77311902	1,218703752	TATA-less	CpG	ZNF142	chr2
1794	ENSG00000115649.11	chr2:220031263-220042870,-	-	CNPPD1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	118684	11	coding	0.79251	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr2:220041617..220041708,-	8.199224876026339	11281	6597	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@CNPPD1	102,3	12,4	5,14	8,5	17,3	29,26	19,57693777	3,511671285	TATA-less	CpG	CNPPD1	chr2
1795	ENSG00000115652.10	chr2:106703698-106810755,-	-	UXS1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	188796	26	coding	0.9818899999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:106810742..106810775,-	19.171350910020898	106033	8049	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@UXS1	202,7	26,3	10,8	18,7	35,6	58,3	18,92599183	3,231124044	TATA-less	CpG	UXS1	chr2
1796	ENSG00000115661.9	chr2:220109931-220115059,+	+	STK16	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	88409	19	coding	0.71318	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr2:220110186..220110262,+	7.40741666210389	4840	3318	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@STK16	73,7	13,2	6,7	10,3	16,9	25,78	13,58453361	2,529045735	TATA-less	CpG	STK16	chr2
1797	ENSG00000115685.10	chr2:242089019-242123161,+	+	PPP1R7	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	282031	29	coding	0.95396	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:242089876..242089913,+	12.2143147661228	33421	2008	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PPP1R7	201,3	44,2	21,1	33,6	55,8	78,54	9,006826842	1,897473404	TATA-less	CpG	PPP1R7	chr2
1798	ENSG00000115694.10	chr2:242429400-242448750,-	-	STK25	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	294867	45	coding	0.9376700000000001	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr2:242447983..242448034,-	12.953206231262401	19351	6649	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@STK25	279	41,1	15,8	28,9	51,8	84,72	17,49039549	2,854319419	TATA-less	CpG	STK25	chr2
1799	ENSG00000115750.12	chr2:9983623-10078865,+	+	TAF1B	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	110520	26	coding	0.9509299999999999	ENCODE:FANTOM:GENCODE:MITRANS	4	chr2:9983555..9983641,+	15.7196710537895	95243	6383	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@TAF1B	139,3	17,8	6,6	12,4	23,7	34,6	26,71798669	2,970204144	TATA-less	CpG	TAF1B	chr2
1800	ENSG00000115760.9	chr2:32531791-32850274,+	+	BIRC6	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	240391	156	coding	0.96431	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:32582184..32582301,+	75.2030402242191	261875	21711	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@BIRC6	259,3	34,2	11,5	23,7	48,5	80,52	11,56197916	2,058974951	TATA-less	CpG	BIRC6	chr2
1801	ENSG00000115761.11	chr2:10702243-10830101,-	-	NOL10	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	98930	17	coding	0.9366899999999999	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr2:10830094..10830109,-	22.0598732350387	119210	5495	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@NOL10	51,1	18,5	7,5	14,2	23,1	31,8	0,872261297	0,608904312	TATA-less	CpG	NOL10	chr2
1802	ENSG00000115806.8	chr2:171784959-171823916,+	+	GORASP2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	428455	34	coding	0.9963700000000001	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr2:171785708..171785789,+	9.465301805162222	38844	3374	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@GORASP2	620,3	70,3	28,8	51,5	92,4	121,74	68,45298129	4,822600995	TATA-less	CpG	GORASP2	chr2
1803	ENSG00000115808.7	chr2:37058820-37194754,-	-	STRN	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	100269	17	coding	0.97521	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:37193648..37193760,-	18.7358422561636	135935	19313	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@STRN	111,8	13,6	4,9	10,1	20,6	32,36	18,49282899	3,037595407	TATA-less	CpG	STRN	chr2
1804	ENSG00000115827.9	chr2:172290738-172351605,+	+	DCAF17	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	45138	33	coding	-0.1829	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:172290707..172290764,+	17.8775855064874	60868	10341	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@DCAF17	14,1	3,9	0,9	2,5	5,4	8,66	1,216991828	0,835650281	TATA-less	CpG	DCAF17	chr2
1805	ENSG00000115839.13	chr2:135809863-135946477,+	+	RAB3GAP1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	213958	35	coding	0.9928	ENCODE:FANTOM:GENCODE	3	chr2:135809844..135809874,+	24.1281973497195	124102	21573	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@RAB3GAP1	142,4	35	11,64	25	46,8	74,48	3,779824558	1,47124013	TATA-less	CpG-less	RAB3GAP1	chr2
1806	ENSG00000115840.9	chr2:172607215-172864742,-	-	SLC25A12	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	112528	24	coding	0.98626	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:172750737..172750761,-	19.1107015775933	163864	35292	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SLC25A12	142,5	14,9	3,1	9,6	22,1	44,4	11,57417524	2,70682819	TATA-less	CpG	SLC25A12	chr2
1807	ENSG00000115841.15	chr2:38147955-38298748,+	+	RMDN2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	32877	27	coding	0.9353	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:38152401..38152444,+	15.613208500797699	146319	6452	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@FAM82A1	19,7	2,4	0	1,1	4,2	7,96	5,911855847	1,872495104	TATA-less	CpG	FAM82A1	chr2
